,image,label
127,fer2013/train/happy/Training_63009467.jpg,happy
128,fer2013/train/happy/Training_36133295.jpg,happy
129,fer2013/train/happy/Training_9171710.jpg,happy
130,fer2013/train/happy/Training_58459668.jpg,happy
131,fer2013/train/happy/Training_70610255.jpg,happy
132,fer2013/train/happy/Training_25044657.jpg,happy
133,fer2013/train/happy/Training_498981.jpg,happy
134,fer2013/train/happy/Training_78148453.jpg,happy
135,fer2013/train/happy/Training_16161406.jpg,happy
136,fer2013/train/happy/Training_74110506.jpg,happy
137,fer2013/train/happy/Training_2657167.jpg,happy
138,fer2013/train/happy/Training_20664857.jpg,happy
139,fer2013/train/happy/Training_37962572.jpg,happy
140,fer2013/train/happy/Training_51906205.jpg,happy
141,fer2013/train/happy/Training_55718843.jpg,happy
142,fer2013/train/happy/Training_59051301.jpg,happy
143,fer2013/train/happy/Training_74116605.jpg,happy
144,fer2013/train/happy/Training_26700093.jpg,happy
145,fer2013/train/happy/Training_12450130.jpg,happy
146,fer2013/train/happy/Training_4137746.jpg,happy
147,fer2013/train/happy/Training_79234386.jpg,happy
148,fer2013/train/happy/Training_89029483.jpg,happy
149,fer2013/train/happy/Training_98302699.jpg,happy
150,fer2013/train/happy/Training_97943686.jpg,happy
151,fer2013/train/happy/Training_76287939.jpg,happy
152,fer2013/train/happy/Training_66435774.jpg,happy
153,fer2013/train/happy/Training_42341840.jpg,happy
154,fer2013/train/happy/Training_11869640.jpg,happy
155,fer2013/train/happy/Training_13362966.jpg,happy
156,fer2013/train/happy/Training_96326297.jpg,happy
157,fer2013/train/happy/Training_26077068.jpg,happy
158,fer2013/train/happy/Training_24408232.jpg,happy
159,fer2013/train/happy/Training_69801811.jpg,happy
160,fer2013/train/happy/Training_80350168.jpg,happy
161,fer2013/train/happy/Training_41615793.jpg,happy
162,fer2013/train/happy/Training_69445827.jpg,happy
163,fer2013/train/happy/Training_92135559.jpg,happy
164,fer2013/train/happy/Training_77235939.jpg,happy
165,fer2013/train/happy/Training_60372717.jpg,happy
166,fer2013/train/happy/Training_52023624.jpg,happy
167,fer2013/train/happy/Training_26147430.jpg,happy
168,fer2013/train/happy/Training_66381505.jpg,happy
169,fer2013/train/happy/Training_42104195.jpg,happy
170,fer2013/train/happy/Training_67994381.jpg,happy
171,fer2013/train/happy/Training_76183098.jpg,happy
172,fer2013/train/happy/Training_25621096.jpg,happy
173,fer2013/train/happy/Training_15302677.jpg,happy
174,fer2013/train/happy/Training_46176962.jpg,happy
175,fer2013/train/happy/Training_9632664.jpg,happy
176,fer2013/train/happy/Training_60859368.jpg,happy
177,fer2013/train/happy/Training_14803938.jpg,happy
178,fer2013/train/happy/Training_4575219.jpg,happy
179,fer2013/train/happy/Training_78999312.jpg,happy
180,fer2013/train/happy/Training_88380033.jpg,happy
181,fer2013/train/happy/Training_94660472.jpg,happy
182,fer2013/train/happy/Training_4487070.jpg,happy
183,fer2013/train/happy/Training_54266927.jpg,happy
184,fer2013/train/happy/Training_67383952.jpg,happy
185,fer2013/train/happy/Training_87314996.jpg,happy
186,fer2013/train/happy/Training_71121461.jpg,happy
187,fer2013/train/happy/Training_75942501.jpg,happy
188,fer2013/train/happy/Training_56204703.jpg,happy
189,fer2013/train/happy/Training_43153333.jpg,happy
190,fer2013/train/happy/Training_23341828.jpg,happy
191,fer2013/train/happy/Training_96426594.jpg,happy
192,fer2013/train/happy/Training_85832722.jpg,happy
193,fer2013/train/happy/Training_55645952.jpg,happy
194,fer2013/train/happy/Training_99033299.jpg,happy
195,fer2013/train/happy/Training_45848591.jpg,happy
196,fer2013/train/happy/Training_23128826.jpg,happy
197,fer2013/train/happy/Training_93341834.jpg,happy
198,fer2013/train/happy/Training_80931393.jpg,happy
199,fer2013/train/happy/Training_92812029.jpg,happy
200,fer2013/train/happy/Training_20953176.jpg,happy
201,fer2013/train/happy/Training_92146560.jpg,happy
202,fer2013/train/happy/Training_160942.jpg,happy
203,fer2013/train/happy/Training_28459196.jpg,happy
204,fer2013/train/happy/Training_99183228.jpg,happy
205,fer2013/train/happy/Training_83258919.jpg,happy
206,fer2013/train/happy/Training_81942732.jpg,happy
207,fer2013/train/happy/Training_60354707.jpg,happy
208,fer2013/train/happy/Training_15952123.jpg,happy
209,fer2013/train/happy/Training_10066226.jpg,happy
210,fer2013/train/happy/Training_64212299.jpg,happy
211,fer2013/train/happy/Training_36501205.jpg,happy
212,fer2013/train/happy/Training_79281071.jpg,happy
213,fer2013/train/happy/Training_70805902.jpg,happy
214,fer2013/train/happy/Training_3050550.jpg,happy
215,fer2013/train/happy/Training_86039203.jpg,happy
216,fer2013/train/happy/Training_69453710.jpg,happy
217,fer2013/train/happy/Training_96485203.jpg,happy
218,fer2013/train/happy/Training_80882617.jpg,happy
219,fer2013/train/happy/Training_89052541.jpg,happy
220,fer2013/train/happy/Training_87492758.jpg,happy
221,fer2013/train/happy/Training_90345680.jpg,happy
222,fer2013/train/happy/Training_30156556.jpg,happy
223,fer2013/train/happy/Training_41132189.jpg,happy
224,fer2013/train/happy/Training_78304421.jpg,happy
225,fer2013/train/happy/Training_36358880.jpg,happy
226,fer2013/train/happy/Training_94807797.jpg,happy
227,fer2013/train/happy/Training_70706185.jpg,happy
228,fer2013/train/happy/Training_83397827.jpg,happy
229,fer2013/train/happy/Training_6759696.jpg,happy
230,fer2013/train/happy/Training_47925105.jpg,happy
231,fer2013/train/happy/Training_76547589.jpg,happy
232,fer2013/train/happy/Training_38419695.jpg,happy
233,fer2013/train/happy/Training_74511808.jpg,happy
234,fer2013/train/happy/Training_73689680.jpg,happy
235,fer2013/train/happy/Training_40859243.jpg,happy
236,fer2013/train/happy/Training_18387119.jpg,happy
237,fer2013/train/happy/Training_3118501.jpg,happy
238,fer2013/train/happy/Training_38583797.jpg,happy
239,fer2013/train/happy/Training_48362543.jpg,happy
240,fer2013/train/happy/Training_37245508.jpg,happy
241,fer2013/train/happy/Training_4646695.jpg,happy
242,fer2013/train/happy/Training_67531376.jpg,happy
243,fer2013/train/happy/Training_51364045.jpg,happy
244,fer2013/train/happy/Training_95673040.jpg,happy
245,fer2013/train/happy/Training_74828382.jpg,happy
246,fer2013/train/happy/Training_13063633.jpg,happy
247,fer2013/train/happy/Training_84940088.jpg,happy
248,fer2013/train/happy/Training_1658507.jpg,happy
249,fer2013/train/happy/Training_45015943.jpg,happy
250,fer2013/train/happy/Training_22663217.jpg,happy
251,fer2013/train/happy/Training_9136658.jpg,happy
252,fer2013/train/happy/Training_6984763.jpg,happy
253,fer2013/train/happy/Training_37154330.jpg,happy
254,fer2013/train/happy/Training_81731461.jpg,happy
255,fer2013/train/happy/Training_55154422.jpg,happy
256,fer2013/train/happy/Training_28314233.jpg,happy
257,fer2013/train/happy/Training_56726967.jpg,happy
258,fer2013/train/happy/Training_45374450.jpg,happy
259,fer2013/train/happy/Training_67714827.jpg,happy
260,fer2013/train/happy/Training_58250600.jpg,happy
261,fer2013/train/happy/Training_3313375.jpg,happy
262,fer2013/train/happy/Training_8038574.jpg,happy
263,fer2013/train/happy/Training_12291091.jpg,happy
264,fer2013/train/happy/Training_58599667.jpg,happy
265,fer2013/train/happy/Training_49089868.jpg,happy
266,fer2013/train/happy/Training_80235083.jpg,happy
267,fer2013/train/happy/Training_53412254.jpg,happy
268,fer2013/train/happy/Training_91434687.jpg,happy
269,fer2013/train/happy/Training_59473829.jpg,happy
270,fer2013/train/happy/Training_78321104.jpg,happy
271,fer2013/train/happy/Training_89354604.jpg,happy
272,fer2013/train/happy/Training_30925338.jpg,happy
273,fer2013/train/happy/Training_31058874.jpg,happy
274,fer2013/train/happy/Training_56895385.jpg,happy
275,fer2013/train/happy/Training_66528056.jpg,happy
276,fer2013/train/happy/Training_82562710.jpg,happy
277,fer2013/train/happy/Training_77831817.jpg,happy
278,fer2013/train/happy/Training_89815263.jpg,happy
279,fer2013/train/happy/Training_6965990.jpg,happy
280,fer2013/train/happy/Training_14805151.jpg,happy
281,fer2013/train/happy/Training_19832715.jpg,happy
282,fer2013/train/happy/Training_67013678.jpg,happy
283,fer2013/train/happy/Training_53492865.jpg,happy
284,fer2013/train/happy/Training_815036.jpg,happy
285,fer2013/train/happy/Training_8400793.jpg,happy
286,fer2013/train/happy/Training_32882271.jpg,happy
287,fer2013/train/happy/Training_98241789.jpg,happy
288,fer2013/train/happy/Training_72619390.jpg,happy
289,fer2013/train/happy/Training_11735533.jpg,happy
290,fer2013/train/happy/Training_42120585.jpg,happy
291,fer2013/train/happy/Training_23014310.jpg,happy
292,fer2013/train/happy/Training_75478771.jpg,happy
293,fer2013/train/happy/Training_62550426.jpg,happy
294,fer2013/train/happy/Training_1918710.jpg,happy
295,fer2013/train/happy/Training_71372282.jpg,happy
296,fer2013/train/happy/Training_14646317.jpg,happy
297,fer2013/train/happy/Training_55289406.jpg,happy
298,fer2013/train/happy/Training_81065096.jpg,happy
299,fer2013/train/happy/Training_59348825.jpg,happy
300,fer2013/train/happy/Training_93406299.jpg,happy
301,fer2013/train/happy/Training_33749630.jpg,happy
302,fer2013/train/happy/Training_20734913.jpg,happy
303,fer2013/train/happy/Training_14719613.jpg,happy
304,fer2013/train/happy/Training_82657908.jpg,happy
305,fer2013/train/happy/Training_92401152.jpg,happy
306,fer2013/train/happy/Training_64024235.jpg,happy
307,fer2013/train/happy/Training_19650210.jpg,happy
308,fer2013/train/happy/Training_355217.jpg,happy
309,fer2013/train/happy/Training_11764783.jpg,happy
310,fer2013/train/happy/Training_61822828.jpg,happy
311,fer2013/train/happy/Training_18019776.jpg,happy
312,fer2013/train/happy/Training_85261740.jpg,happy
313,fer2013/train/happy/Training_63022191.jpg,happy
314,fer2013/train/happy/Training_45809043.jpg,happy
315,fer2013/train/happy/Training_43935420.jpg,happy
316,fer2013/train/happy/Training_88852598.jpg,happy
317,fer2013/train/happy/Training_39129475.jpg,happy
318,fer2013/train/happy/Training_16942488.jpg,happy
319,fer2013/train/happy/Training_86756677.jpg,happy
320,fer2013/train/happy/Training_61773918.jpg,happy
321,fer2013/train/happy/Training_90929374.jpg,happy
322,fer2013/train/happy/Training_13389087.jpg,happy
323,fer2013/train/happy/Training_84111678.jpg,happy
324,fer2013/train/happy/Training_99599521.jpg,happy
325,fer2013/train/happy/Training_6231520.jpg,happy
326,fer2013/train/happy/Training_60943669.jpg,happy
327,fer2013/train/happy/Training_13043044.jpg,happy
328,fer2013/train/happy/Training_2491984.jpg,happy
329,fer2013/train/happy/Training_94500840.jpg,happy
330,fer2013/train/happy/Training_21992990.jpg,happy
331,fer2013/train/happy/Training_21180240.jpg,happy
332,fer2013/train/happy/Training_28002748.jpg,happy
333,fer2013/train/happy/Training_50261638.jpg,happy
334,fer2013/train/happy/Training_2511969.jpg,happy
335,fer2013/train/happy/Training_65883318.jpg,happy
336,fer2013/train/happy/Training_46757857.jpg,happy
337,fer2013/train/happy/Training_40467308.jpg,happy
338,fer2013/train/happy/Training_78899918.jpg,happy
339,fer2013/train/happy/Training_10422282.jpg,happy
340,fer2013/train/happy/Training_18935555.jpg,happy
341,fer2013/train/happy/Training_61532877.jpg,happy
342,fer2013/train/happy/Training_33279458.jpg,happy
343,fer2013/train/happy/Training_57940097.jpg,happy
344,fer2013/train/happy/Training_4735257.jpg,happy
345,fer2013/train/happy/Training_71546546.jpg,happy
346,fer2013/train/happy/Training_51794551.jpg,happy
347,fer2013/train/happy/Training_39742138.jpg,happy
348,fer2013/train/happy/Training_43851987.jpg,happy
349,fer2013/train/happy/Training_52436418.jpg,happy
350,fer2013/train/happy/Training_64167287.jpg,happy
351,fer2013/train/happy/Training_54199396.jpg,happy
352,fer2013/train/happy/Training_49978396.jpg,happy
353,fer2013/train/happy/Training_97747826.jpg,happy
354,fer2013/train/happy/Training_21788309.jpg,happy
355,fer2013/train/happy/Training_32920954.jpg,happy
356,fer2013/train/happy/Training_17640430.jpg,happy
357,fer2013/train/happy/Training_24238791.jpg,happy
358,fer2013/train/happy/Training_90682277.jpg,happy
359,fer2013/train/happy/Training_28330781.jpg,happy
360,fer2013/train/happy/Training_73598494.jpg,happy
361,fer2013/train/happy/Training_78531212.jpg,happy
362,fer2013/train/happy/Training_63002447.jpg,happy
363,fer2013/train/happy/Training_535814.jpg,happy
364,fer2013/train/happy/Training_41454428.jpg,happy
365,fer2013/train/happy/Training_13235036.jpg,happy
366,fer2013/train/happy/Training_83103387.jpg,happy
367,fer2013/train/happy/Training_38030345.jpg,happy
368,fer2013/train/happy/Training_16358404.jpg,happy
369,fer2013/train/happy/Training_73708771.jpg,happy
370,fer2013/train/happy/Training_33021674.jpg,happy
371,fer2013/train/happy/Training_64808943.jpg,happy
372,fer2013/train/happy/Training_49502716.jpg,happy
373,fer2013/train/happy/Training_51867759.jpg,happy
374,fer2013/train/happy/Training_35795576.jpg,happy
375,fer2013/train/happy/Training_14946849.jpg,happy
376,fer2013/train/happy/Training_29571687.jpg,happy
377,fer2013/train/happy/Training_70237226.jpg,happy
378,fer2013/train/happy/Training_16162052.jpg,happy
379,fer2013/train/happy/Training_18057551.jpg,happy
380,fer2013/train/happy/Training_4431710.jpg,happy
381,fer2013/train/happy/Training_25991985.jpg,happy
382,fer2013/train/happy/Training_62924316.jpg,happy
383,fer2013/train/happy/Training_61529099.jpg,happy
384,fer2013/train/happy/Training_78350104.jpg,happy
385,fer2013/train/happy/Training_11731379.jpg,happy
386,fer2013/train/happy/Training_17086214.jpg,happy
387,fer2013/train/happy/Training_47441618.jpg,happy
388,fer2013/train/happy/Training_35588776.jpg,happy
389,fer2013/train/happy/Training_60245031.jpg,happy
390,fer2013/train/happy/Training_16674696.jpg,happy
391,fer2013/train/happy/Training_36553422.jpg,happy
392,fer2013/train/happy/Training_69595742.jpg,happy
393,fer2013/train/happy/Training_11040917.jpg,happy
394,fer2013/train/happy/Training_99590854.jpg,happy
395,fer2013/train/happy/Training_46839003.jpg,happy
396,fer2013/train/happy/Training_91083225.jpg,happy
397,fer2013/train/happy/Training_33313497.jpg,happy
398,fer2013/train/happy/Training_10367793.jpg,happy
399,fer2013/train/happy/Training_59448934.jpg,happy
400,fer2013/train/happy/Training_95801811.jpg,happy
401,fer2013/train/happy/Training_73033999.jpg,happy
402,fer2013/train/happy/Training_21857170.jpg,happy
403,fer2013/train/happy/Training_51997643.jpg,happy
404,fer2013/train/happy/Training_71398505.jpg,happy
405,fer2013/train/happy/Training_17111168.jpg,happy
406,fer2013/train/happy/Training_88504784.jpg,happy
407,fer2013/train/happy/Training_51140981.jpg,happy
408,fer2013/train/happy/Training_44413432.jpg,happy
409,fer2013/train/happy/Training_25249057.jpg,happy
410,fer2013/train/happy/Training_65159524.jpg,happy
411,fer2013/train/happy/Training_86487647.jpg,happy
412,fer2013/train/happy/Training_51372753.jpg,happy
413,fer2013/train/happy/Training_9110066.jpg,happy
414,fer2013/train/happy/Training_71249162.jpg,happy
415,fer2013/train/happy/Training_10230185.jpg,happy
416,fer2013/train/happy/Training_21992204.jpg,happy
417,fer2013/train/happy/Training_44128653.jpg,happy
418,fer2013/train/happy/Training_75585549.jpg,happy
419,fer2013/train/happy/Training_88367905.jpg,happy
420,fer2013/train/happy/Training_18419185.jpg,happy
421,fer2013/train/happy/Training_84121397.jpg,happy
422,fer2013/train/happy/Training_93020334.jpg,happy
423,fer2013/train/happy/Training_6470479.jpg,happy
424,fer2013/train/happy/Training_41487314.jpg,happy
425,fer2013/train/happy/Training_40172041.jpg,happy
426,fer2013/train/happy/Training_98162513.jpg,happy
427,fer2013/train/happy/Training_37918156.jpg,happy
428,fer2013/train/happy/Training_42154199.jpg,happy
429,fer2013/train/happy/Training_59247647.jpg,happy
430,fer2013/train/happy/Training_33024240.jpg,happy
431,fer2013/train/happy/Training_81388763.jpg,happy
432,fer2013/train/happy/Training_90019797.jpg,happy
433,fer2013/train/happy/Training_18618545.jpg,happy
434,fer2013/train/happy/Training_62468556.jpg,happy
435,fer2013/train/happy/Training_65027039.jpg,happy
436,fer2013/train/happy/Training_64536798.jpg,happy
437,fer2013/train/happy/Training_58253255.jpg,happy
438,fer2013/train/happy/Training_69520106.jpg,happy
439,fer2013/train/happy/Training_4222047.jpg,happy
440,fer2013/train/happy/Training_1389208.jpg,happy
441,fer2013/train/happy/Training_31383170.jpg,happy
442,fer2013/train/happy/Training_95908174.jpg,happy
443,fer2013/train/happy/Training_61016061.jpg,happy
444,fer2013/train/happy/Training_19573049.jpg,happy
445,fer2013/train/happy/Training_71070954.jpg,happy
446,fer2013/train/happy/Training_36683446.jpg,happy
447,fer2013/train/happy/Training_60438524.jpg,happy
448,fer2013/train/happy/Training_37708748.jpg,happy
449,fer2013/train/happy/Training_77916847.jpg,happy
450,fer2013/train/happy/Training_41610788.jpg,happy
451,fer2013/train/happy/Training_78928684.jpg,happy
452,fer2013/train/happy/Training_9866983.jpg,happy
453,fer2013/train/happy/Training_65778770.jpg,happy
454,fer2013/train/happy/Training_86085514.jpg,happy
455,fer2013/train/happy/Training_2542670.jpg,happy
456,fer2013/train/happy/Training_23406126.jpg,happy
457,fer2013/train/happy/Training_25101042.jpg,happy
458,fer2013/train/happy/Training_64386216.jpg,happy
459,fer2013/train/happy/Training_6452194.jpg,happy
460,fer2013/train/happy/Training_38292212.jpg,happy
461,fer2013/train/happy/Training_21946902.jpg,happy
462,fer2013/train/happy/Training_74120983.jpg,happy
463,fer2013/train/happy/Training_79854658.jpg,happy
464,fer2013/train/happy/Training_40442377.jpg,happy
465,fer2013/train/happy/Training_21594567.jpg,happy
466,fer2013/train/happy/Training_49607398.jpg,happy
467,fer2013/train/happy/Training_25088128.jpg,happy
468,fer2013/train/happy/Training_97105469.jpg,happy
469,fer2013/train/happy/Training_30604699.jpg,happy
470,fer2013/train/happy/Training_66464699.jpg,happy
471,fer2013/train/happy/Training_1129986.jpg,happy
472,fer2013/train/happy/Training_32462444.jpg,happy
473,fer2013/train/happy/Training_57316159.jpg,happy
474,fer2013/train/happy/Training_67301198.jpg,happy
475,fer2013/train/happy/Training_87743582.jpg,happy
476,fer2013/train/happy/Training_42467759.jpg,happy
477,fer2013/train/happy/Training_1866804.jpg,happy
478,fer2013/train/happy/Training_13131765.jpg,happy
479,fer2013/train/happy/Training_39890129.jpg,happy
480,fer2013/train/happy/Training_49710169.jpg,happy
481,fer2013/train/happy/Training_72133442.jpg,happy
482,fer2013/train/happy/Training_50267061.jpg,happy
483,fer2013/train/happy/Training_59796770.jpg,happy
484,fer2013/train/happy/Training_99906271.jpg,happy
485,fer2013/train/happy/Training_83400862.jpg,happy
486,fer2013/train/happy/Training_29406828.jpg,happy
487,fer2013/train/happy/Training_77465577.jpg,happy
488,fer2013/train/happy/Training_17480490.jpg,happy
489,fer2013/train/happy/Training_19344331.jpg,happy
490,fer2013/train/happy/Training_67049164.jpg,happy
491,fer2013/train/happy/Training_30484784.jpg,happy
492,fer2013/train/happy/Training_11779317.jpg,happy
493,fer2013/train/happy/Training_54549418.jpg,happy
494,fer2013/train/happy/Training_40740269.jpg,happy
495,fer2013/train/happy/Training_90875794.jpg,happy
496,fer2013/train/happy/Training_98737978.jpg,happy
497,fer2013/train/happy/Training_25263858.jpg,happy
498,fer2013/train/happy/Training_66391852.jpg,happy
499,fer2013/train/happy/Training_831592.jpg,happy
500,fer2013/train/happy/Training_97064054.jpg,happy
501,fer2013/train/happy/Training_24048569.jpg,happy
502,fer2013/train/happy/Training_71329455.jpg,happy
503,fer2013/train/happy/Training_27149455.jpg,happy
504,fer2013/train/happy/Training_73734934.jpg,happy
505,fer2013/train/happy/Training_27335042.jpg,happy
506,fer2013/train/happy/Training_63363759.jpg,happy
507,fer2013/train/happy/Training_59564953.jpg,happy
508,fer2013/train/happy/Training_14508161.jpg,happy
509,fer2013/train/happy/Training_79305951.jpg,happy
510,fer2013/train/happy/Training_17768369.jpg,happy
511,fer2013/train/happy/Training_27127398.jpg,happy
512,fer2013/train/happy/Training_81487345.jpg,happy
513,fer2013/train/happy/Training_37948213.jpg,happy
514,fer2013/train/happy/Training_7845176.jpg,happy
515,fer2013/train/happy/Training_36279535.jpg,happy
516,fer2013/train/happy/Training_69957249.jpg,happy
517,fer2013/train/happy/Training_85845152.jpg,happy
518,fer2013/train/happy/Training_41673993.jpg,happy
519,fer2013/train/happy/Training_49765079.jpg,happy
520,fer2013/train/happy/Training_69435045.jpg,happy
521,fer2013/train/happy/Training_18520262.jpg,happy
522,fer2013/train/happy/Training_48251564.jpg,happy
523,fer2013/train/happy/Training_73379433.jpg,happy
524,fer2013/train/happy/Training_76276874.jpg,happy
525,fer2013/train/happy/Training_60657373.jpg,happy
526,fer2013/train/happy/Training_19625060.jpg,happy
527,fer2013/train/happy/Training_81185000.jpg,happy
528,fer2013/train/happy/Training_839482.jpg,happy
529,fer2013/train/happy/Training_14992373.jpg,happy
530,fer2013/train/happy/Training_86033301.jpg,happy
531,fer2013/train/happy/Training_78170044.jpg,happy
532,fer2013/train/happy/Training_49363600.jpg,happy
533,fer2013/train/happy/Training_31092560.jpg,happy
534,fer2013/train/happy/Training_69583308.jpg,happy
535,fer2013/train/happy/Training_96512550.jpg,happy
536,fer2013/train/happy/Training_50788521.jpg,happy
537,fer2013/train/happy/Training_85158796.jpg,happy
